Cause,Type,Year,Data Redundancy, Total Deaths , Source , Page at Source , Source URL ,Teks,Teks2,Catatan
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Keracunan Makanan di RI Thn 2005 :: 0,KLB Keracunan Makanan Tahun 2005,
KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2011,1, 4 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat KLB Keracunan Makanan di RI Thn 2011 :: 4,KLB Keracunan Makanan Tahun 2011,
KLB Leptospirosis,Bencana Non Alam dan Penyakit,2004,1, 1 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Leptospirosis di RI Thn 2004 :: 1,KLB Leptospirosis Tahun 2004,
KLB Malaria,Bencana Non Alam dan Penyakit,2004,1, 15 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Malaria di RI Thn 2004 :: 15,KLB Malaria Tahun 2004,
KLB Malaria Falsiparum,Bencana Non Alam dan Penyakit,2005,1, 44 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Malaria Falsiparum di RI Thn 2005 :: 44,KLB Malaria Falsiparum Tahun 2005,
KLB Malaria Klinis,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Malaria Klinis di RI Thn 2005 :: 0,KLB Malaria Klinis Tahun 2005,
KLB Marasmus,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Marasmus di RI Thn 2004 :: 0,KLB Marasmus Tahun 2004,
KLB Meningitis,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Meningitis di RI Thn 2004 :: 0,KLB Meningitis Tahun 2004,
KLB Parotitis,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Parotitis di RI Thn 2004 :: 0,KLB Parotitis Tahun 2004,
KLB Pertusis,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Pertusis di RI Thn 2004 :: 0,KLB Pertusis Tahun 2004,
KLB Polio,Bencana Non Alam dan Penyakit,2005,1, 8 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Polio di RI Thn 2005 :: 8,KLB Polio Tahun 2005,
KLB Rabies,Bencana Non Alam dan Penyakit,2004,1, 13 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Rabies di RI Thn 2004 :: 13,KLB Rabies Tahun 2004,
KLB Rabies,Bencana Non Alam dan Penyakit,2005,1, 18 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Rabies di RI Thn 2005 :: 18,KLB Rabies Tahun 2005,
KLB Rubella,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Rubella di RI Thn 2004 :: 0,KLB Rubella Tahun 2004,
KLB Rubella,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Rubella di RI Thn 2005 :: 0,KLB Rubella Tahun 2005,
KLB Tetanus,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Tetanus di RI Thn 2004 :: 0,KLB Tetanus Tahun 2004,
KLB Tetanus Neonatal,Bencana Non Alam dan Penyakit,2004,1, 39 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Tetanus Neonatal di RI Thn 2004 :: 39,KLB Tetanus Neonatal Tahun 2004,
KLB Thypoid,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Thypoid di RI Thn 2004 :: 0,KLB Thypoid Tahun 2004,
KLB Tifus Perut,Bencana Non Alam dan Penyakit,2004,1, -   , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat KLB Tifus Perut di RI Thn 2004 :: 0,KLB Tifus Perut Tahun 2004,
KLB Typus Perut,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat KLB Typus Perut di RI Thn 2005 :: 0,KLB Typus Perut Tahun 2005,
Kolera,Bencana Non Alam dan Penyakit,2006,1, -   , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Kolera di RI Thn 2006 :: 0,Kolera Tahun 2006,
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2004,1, 170 , Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Kondisi lain yang bermula pada masa perinatal di RI Thn 2004 :: 170,Kondisi lain yang bermula pada masa perinatal Tahun 2004,
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2005,1, 255 , Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Kondisi lain yang bermula pada masa perinatal di RI Thn 2005 :: 255,Kondisi lain yang bermula pada masa perinatal Tahun 2005,
Kondisi lain yang bermula pada masa perinatal,Bencana Non Alam dan Penyakit,2006,1, 342 , Profil Kesehatan Indonesia Tahun 2006 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Kondisi lain yang bermula pada masa perinatal di RI Thn 2006 :: 342,Kondisi lain yang bermula pada masa perinatal Tahun 2006,
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2005,1," 9,873 ", Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Kondisi Tertentu yang bermula pada masa Perinatal di RI Thn 2005 :: 9873,Kondisi Tertentu yang bermula pada masa Perinatal Tahun 2005,
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2006,1," 9,567 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Kondisi Tertentu yang bermula pada masa Perinatal di RI Thn 2006 :: 9567,Kondisi Tertentu yang bermula pada masa Perinatal Tahun 2006,
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2007,1," 9,822 ", Profil Kesehatan Indonesia Tahun 2008 ,30,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Kondisi Tertentu yang bermula pada masa Perinatal di RI Thn 2007 :: 9822,Kondisi Tertentu yang bermula pada masa Perinatal Tahun 2007,
Kondisi Tertentu yang bermula pada masa Perinatal,Bencana Non Alam dan Penyakit,2008,1," 9,108 ", Profil Kesehatan Indonesia Tahun 2009 ,31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Kondisi Tertentu yang bermula pada masa Perinatal di RI Thn 2008 :: 9108,Kondisi Tertentu yang bermula pada masa Perinatal Tahun 2008,
Konflik,Bencana Sosial,2009,1, 16 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Konflik di RI Thn 2009 :: 16,Konflik Tahun 2009,
Konflik,Bencana Sosial,2010,1, 33 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Konflik di RI Thn 2010 :: 33,Konflik Tahun 2010,
Konflik,Bencana Sosial,2011,1, 34 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Konflik di RI Thn 2011 :: 34,Konflik Tahun 2011,
Konflik Sosial,Bencana Sosial,2008,1, 1 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial di RI Thn 2008 :: 1,Konflik Sosial Tahun 2008,
Konflik Sosial,Bencana Sosial,2012,1, 65 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial di RI Thn 2012 :: 65,Konflik Sosial Tahun 2012,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2015,1, 45 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2015 :: 45,Konflik Sosial atau Kerusuhan Sosial Tahun 2015,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2016,1, 13 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2016 :: 13,Konflik Sosial atau Kerusuhan Sosial Tahun 2016,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2017,1, -   , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2017 :: 0,Konflik Sosial atau Kerusuhan Sosial Tahun 2017,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2018,1, 7 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2018 :: 7,Konflik Sosial atau Kerusuhan Sosial Tahun 2018,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2019,1, 4 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2019 :: 4,Konflik Sosial atau Kerusuhan Sosial Tahun 2019,
Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2020,1, -   , Profil Kesehatan Indonesia Tahun 2020 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Konflik Sosial atau Kerusuhan Sosial di RI Thn 2020 :: 0,Konflik Sosial atau Kerusuhan Sosial Tahun 2020,
Kronis Filariasis,Bencana Non Alam dan Penyakit,2019,1, 425 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 67.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kronis Filariasis di RI Thn 2019 :: 425,Kronis Filariasis Tahun 2019,
Kronis Filariasis,Bencana Non Alam dan Penyakit,2020,1, 891 , Profil Kesehatan Indonesia Tahun 2020 ,Lampiran 67.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kronis Filariasis di RI Thn 2020 :: 891,Kronis Filariasis Tahun 2020,
"Ledakan (bom, tabung gas, dll)",Bencana Non Alam dan Penyakit,2009,1, 9 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,"Jumlah Korban Jiwa Akibat Ledakan (bom, tabung gas, dll) di RI Thn 2009 :: 9","Ledakan (bom, tabung gas, dll) Tahun 2009",
Ledakan Akibat Gas,Bencana Non Alam dan Penyakit,2012,1, 8 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Ledakan Akibat Gas di RI Thn 2012 :: 8,Ledakan Akibat Gas Tahun 2012,
Ledakan Bom,Bencana Non Alam dan Penyakit,2008,1, 2 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Ledakan Bom di RI Thn 2008 :: 2,Ledakan Bom Tahun 2008,
Ledakan Bom,Bencana Non Alam dan Penyakit,2010,1, -   , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Ledakan Bom di RI Thn 2010 :: 0,Ledakan Bom Tahun 2010,
Ledakan Bom,Bencana Non Alam dan Penyakit,2012,1, -   , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Ledakan Bom di RI Thn 2012 :: 0,Ledakan Bom Tahun 2012,
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2005,1, 45 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Ledakan Granat/Bom di RI Thn 2005 :: 45,Ledakan Granat/Bom Tahun 2005,
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2006,1, 14 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Ledakan Granat/Bom di RI Thn 2006 :: 14,Ledakan Granat/Bom Tahun 2006,
Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2007,1, 4 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Ledakan Granat/Bom di RI Thn 2007 :: 4,Ledakan Granat/Bom Tahun 2007,
Leptospirosis,Bencana Non Alam dan Penyakit,2002,1, 21 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2002 :: 21,Leptospirosis Tahun 2002,
Leptospirosis,Bencana Non Alam dan Penyakit,2003,1, 10 , Profil Kesehatan Indonesia Tahun 2008 ,55,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2003 :: 10,Leptospirosis Tahun 2003,
Leptospirosis,Bencana Non Alam dan Penyakit,2004,1, 25 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.33,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2004 :: 25,Leptospirosis Tahun 2004,
Leptospirosis,Bencana Non Alam dan Penyakit,2005,1, 14 , Profil Kesehatan Indonesia Tahun 2010 ,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2005 :: 14,Leptospirosis Tahun 2005,
Leptospirosis,Bencana Non Alam dan Penyakit,2006,1, 14 , Profil Kesehatan Indonesia Tahun 2010 ,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2006 :: 14,Leptospirosis Tahun 2006,
Leptospirosis,Bencana Non Alam dan Penyakit,2007,1, 55 , Profil Kesehatan Indonesia Tahun 2010 ,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2007 :: 55,Leptospirosis Tahun 2007,
Leptospirosis,Bencana Non Alam dan Penyakit,2008,1, 22 , Profil Kesehatan Indonesia Tahun 2015 ,199,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2008 :: 22,Leptospirosis Tahun 2008,
Leptospirosis,Bencana Non Alam dan Penyakit,2009,1, 23 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2009 :: 23,Leptospirosis Tahun 2009,
Leptospirosis,Bencana Non Alam dan Penyakit,2010,1, 43 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2010 :: 43,Leptospirosis Tahun 2010,
Leptospirosis,Bencana Non Alam dan Penyakit,2011,1, 82 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2011 :: 82,Leptospirosis Tahun 2011,
Leptospirosis,Bencana Non Alam dan Penyakit,2012,1, 29 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2012 :: 29,Leptospirosis Tahun 2012,
Leptospirosis,Bencana Non Alam dan Penyakit,2013,1, 60 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2013 :: 60,Leptospirosis Tahun 2013,
Leptospirosis,Bencana Non Alam dan Penyakit,2014,1, 61 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2014 :: 61,Leptospirosis Tahun 2014,
Leptospirosis,Bencana Non Alam dan Penyakit,2015,1, 65 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2015 :: 65,Leptospirosis Tahun 2015,
Leptospirosis,Bencana Non Alam dan Penyakit,2016,1, 62 , Profil Kesehatan Indonesia Tahun 2018 ,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Leptospirosis di RI Thn 2016 :: 62,Leptospirosis Tahun 2016,
